Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,Bioactivity,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL208584,,0,337.83,0,3.52,9,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,IC50,'=',30000,nM,Inactive,4.52,,,UO_0000065,13.39,0.28,1,6.02,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,337.832,3.5189,2,5
CHEMBL208732,,0,473.41,1,6.3,1,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,IC50,'=',3000,nM,Active,5.52,,,UO_0000065,11.67,0.25,-0.78,8.15,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,473.41,6.3047,1,6
CHEMBL208763,,0,422.9,1,5.18,6,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,11.41,0.23,-0.36,5.96,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,422.897,5.1828,1,6
CHEMBL208908,SCIADOPITISIN,0,580.55,2,6.04,12,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,IC50,'=',38400,nM,Inactive,4.42,,,UO_0000065,7.61,0.14,-1.62,2.97,FALSE,CHEMBL1286522,Inhibition of SARS coronavirus 3C-like protease after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1275337,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,,580.545,6.043,3,10
CHEMBL209227,,0,460.01,1,5.42,5,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,IC50,'=',14000,nM,Inactive,4.85,,,UO_0000065,10.55,0.23,-0.57,6.02,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,460.009,5.41622,1,8
CHEMBL209287,,0,329.14,0,2.62,2c,CCCCN1C(=O)C(=O)c2cc(I)ccc21,IC50,'=',66000,nM,Inactive,4.18,,,UO_0000065,12.7,0.36,1.56,11.18,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,329.137,2.6206,0,2
CHEMBL209667,,0,457.34,1,5.84,8,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,10.55,0.22,-1.02,5.96,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,457.342,5.8362,1,6
CHEMBL210092,,0,519.14,2,7.05,3,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,IC50,'=',11000,nM,Inactive,4.96,,,UO_0000065,9.55,0.21,-2.09,7.32,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,519.142,7.05154,1,8
CHEMBL210097,,0,525.34,2,6.86,7,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,9.18,0.19,-2.04,5.96,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,525.339,6.855,1,6
CHEMBL210145,,0,357.44,0,2.92,22,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,IC50,'=',300000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,357.435,2.91634,0,6
CHEMBL210146,,0,437.44,0,3.37,23,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,IC50,'=',300000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,437.437,3.36848,2,9
CHEMBL210195,,0,379.77,0,4.33,27,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,IC50,'=',500000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,379.766,4.32712,1,4
CHEMBL210216,,0,334.36,0,2.44,28,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,IC50,'>',1000000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,334.357,2.43804,2,7
CHEMBL210437,,0,393.51,1,5.01,26,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,IC50,'=',400000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,393.512,5.0064,1,5
CHEMBL210487,,0,462.53,0,4.44,14,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,IC50,'=',60000,nM,Inactive,4.22,,,UO_0000065,9.13,0.17,-0.22,3.37,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,462.531,4.44148,2,8
CHEMBL210497,,0,471.52,0,2.11,10,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,IC50,'=',40000,nM,Inactive,4.4,,,UO_0000065,9.33,0.19,2.29,2.61,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,471.52,2.10768,3,9
CHEMBL210511,,0,401.88,0,4.67,16,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,IC50,'=',200000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,401.875,4.66712,2,6
CHEMBL210525,,0,232.24,0,0.72,5b,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,IC50,'=',25000,nM,Inactive,4.6,,,UO_0000065,19.82,0.37,3.88,5.72,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,232.239,0.7248,1,3
CHEMBL210612,,0,369.52,1,5.06,11,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,IC50,'=',40000,nM,Inactive,4.4,,,UO_0000065,11.9,0.24,-0.66,8.01,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,369.515,5.0593,1,5
CHEMBL210632,,0,434.48,0,3.66,13,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,IC50,'=',60000,nM,Inactive,4.22,,,UO_0000065,9.72,0.19,0.56,3.37,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,434.477,3.66288,2,8
CHEMBL2107818,ALDOXORUBICIN,3,750.76,3,0.39,Aldoxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,'=',580,nM,Active,6.24,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,750.758,0.3898,7,15
CHEMBL210823,,0,438.6,1,5.48,19,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,IC50,'=',200000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,438.597,5.4834,2,6
CHEMBL210972,,0,410.89,0,4.49,24,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,IC50,'=',300000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,410.886,4.49358,2,6
CHEMBL211969,,0,331.35,0,2.62,8,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,IC50,'=',13000,nM,Inactive,4.89,,,UO_0000065,14.75,0.29,2.27,4.29,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,331.353,2.61954,0,6
CHEMBL212019,,0,300.38,0,3.98,19,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,IC50,'=',16000,nM,Inactive,4.8,,,UO_0000065,15.97,0.31,0.82,7.26,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,300.383,3.97998,1,5
CHEMBL212190,,0,365.48,0,4.14,17,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,IC50,'=',10000,nM,Inactive,5,,,UO_0000065,13.68,0.28,0.86,5.68,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,365.48,4.13792,2,5
CHEMBL212218,,0,459.19,0,4.97,3,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,IC50,'=',300,nM,Active,6.52,,,UO_0000065,14.21,0.32,1.55,5.42,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,459.185,4.96982,0,6
CHEMBL212240,,0,436.08,0,3.45,11,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,IC50,'=',16000,nM,Inactive,4.8,,,UO_0000065,11,0.31,1.35,5.23,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,436.077,3.4482,2,4
CHEMBL212399,,0,360.42,0,3.14,20,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,IC50,'=',18000,nM,Inactive,4.75,,,UO_0000065,13.16,0.27,1.6,4.63,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,360.424,3.1445,0,9
CHEMBL212454,,0,565.04,2,6.1,4,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,IC50,'=',900,nM,Active,6.05,,,UO_0000065,10.7,0.27,-0.05,6.97,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,565.041,6.1012,0,6
CHEMBL212504,,0,317.33,0,2.31,7,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],IC50,'=',13000,nM,Inactive,4.89,,,UO_0000065,15.4,0.3,2.58,4.29,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,317.326,2.31112,0,6
CHEMBL213581,,0,284.73,0,1.13,5,Nc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,IC50,'=',6000,nM,Intermediate,5.22,,,UO_0000065,18.34,0.4,4.09,4.66,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,284.728,1.1272,2,6
CHEMBL214372,,0,210.28,0,2.02,23,O=C(Cc1nccs1)c1nccs1,IC50,'=',40000,nM,Inactive,4.4,,,UO_0000065,20.91,0.46,2.38,10.26,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,210.283,2.025,0,5
CHEMBL2146517,METHYL TANSHINONATE,0,338.36,0,3.4,3,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,IC50,'=',21100,nM,Inactive,4.68,,,UO_0000065,13.82,0.26,1.28,6.35,FALSE,CHEMBL2149727,Inhibition of SARS-CoV 3CLpro expressed in Escherichia coli BL21 (DE3) using Dabcyl-KNSTLQSGLRKE-Edan as substrate after 60 mins by FRET analysis,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL2146458,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,,338.359,3.40102,0,5
CHEMBL215254,TANSHINONE IIB,0,310.35,0,3.22,2,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,IC50,'=',10700,nM,Inactive,4.97,,,UO_0000065,16.02,0.3,1.75,7.36,FALSE,CHEMBL2149726,Inhibition of SARS-CoV PLpro expressed in Escherichia coli BL21 (DE3) using Arg-Leu-Arg-Gly-Gly-AMC as substrate preincubated for 30 mins by fluorescence assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL2146458,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,,310.349,3.22032,1,4
CHEMBL215397,,0,308.27,0,2.34,13,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,IC50,'=',25000,nM,Inactive,4.6,,,UO_0000065,14.93,0.3,2.26,3.82,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,308.271,2.3358,0,6
CHEMBL215732,,0,494.53,0,3.93,10,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,IC50,'=',16000,nM,Inactive,4.8,,,UO_0000065,9.7,0.19,0.87,2.96,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,494.529,3.93386,2,10
CHEMBL215733,,0,442.83,0,4.77,21,O=S(=O)(Cc1[nH]c(-c2ccc(Cl)s2)c[s+]1)c1cccs1.[Br-],IC50,'=',18000,nM,Inactive,4.75,,,UO_0000065,13.07,0.32,-0.03,9.5,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,442.834,1.7786,1,4
CHEMBL221366,,0,205.24,0,2.36,5,O=C(Oc1cccnc1)c1cccs1,IC50,'=',500,nM,Active,6.3,,,UO_0000065,30.7,0.61,3.94,16.08,FALSE,CHEMBL1000655,Inhibition of SARS coronavirus isolate Tor2 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1136973,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,205.238,2.3623,0,4
CHEMBL222234,,0,268.07,0,2.66,39,O=C(Oc1cncc(Br)c1)c1ccco1,IC50,'=',50,nM,Highly Active,7.3,,,UO_0000065,27.24,0.66,4.64,13.95,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,268.066,2.6563,0,4
CHEMBL222628,,0,240.67,0,2.41,50,O=C(Oc1cncc(Cl)c1)c1cscn1,IC50,'=',270,nM,Active,6.57,,,UO_0000065,27.29,0.6,4.16,12.61,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,240.671,2.4107,0,5
CHEMBL222735,,0,263.68,0,2.96,51,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,IC50,'=',340,nM,Active,6.47,,,UO_0000065,24.53,0.49,3.51,13.36,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,263.68,2.9628,0,4
CHEMBL222769,,0,334.16,0,4.87,52,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,IC50,'=',63,nM,Highly Active,7.2,,,UO_0000065,21.55,0.45,2.33,13.76,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,334.158,4.8676,0,4
CHEMBL222840,,0,223.62,0,2.55,35,O=C(Oc1cncc(Cl)c1)c1ccco1,IC50,'=',60,nM,Highly Active,7.22,,,UO_0000065,32.3,0.66,4.67,13.8,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,223.615,2.5472,0,4
CHEMBL222893,,0,289.74,0,4.17,49,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,IC50,'=',95,nM,Highly Active,7.02,,,UO_0000065,24.24,0.5,2.85,17.92,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,289.743,4.1689,0,4
CHEMBL225515,,0,272.69,0,3.44,48,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,IC50,'=',65,nM,Highly Active,7.19,,,UO_0000065,26.36,0.52,3.75,13.07,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,272.691,3.4355,1,3
